model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
llama8,blocksworld,baseline,instance-16,4,"(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)
(pickup b6)
(put-down b6 b2)
(pickup b7)
(put-down b7 b9)
(pickup b8)
(put-down b8)
(pickup b9)
(put-down b9 b1)
(pickup b1)
(pickup b2)
(pickup b3)
(put-down b3)
(pickup b4)
(put-down b4 b5)
(pickup b5)
(put-down b5 b6)",0,False,0.0,0,0,114.926,12650,4096
llama8,blocksworld,baseline,instance-17,1,"(putdown b5)
(pickup b1)
(putdown b1)
(pickup b7)
(putdown b7)
(pickup b3)
(putdown b3)
(pickup b6)
(putdown b6)
(pickup b4)
(putdown b4)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)",98,False,1.0204081632653061,1,3,104.216,1393,4096
llama8,blocksworld,baseline,instance-17,2,"(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)",102,False,0.9803921568627451,1,3,114.805,7101,4096
llama8,blocksworld,baseline,instance-17,3,"(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)",102,False,0.9803921568627451,1,3,114.804,12869,4096
llama8,blocksworld,baseline,instance-17,4,"(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)
(pickup b5)
(pickup b6)
(pickup b7)
(pickup b3)
(putdown b3)
(pickup b8)
(putdown b8)",102,False,0.9803921568627451,1,3,115.516,18637,4096
llama8,blocksworld,baseline,instance-18,1,"(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)
(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)",54,False,1.8518518518518519,1,3,39.468,1413,1566
llama8,blocksworld,baseline,instance-18,2,"(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)
(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)",54,False,1.8518518518518519,1,3,40.808,3927,1567
llama8,blocksworld,baseline,instance-18,3,"(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)
(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)",54,False,1.8518518518518519,1,3,36.562,6446,1399
llama8,blocksworld,baseline,instance-18,4,"(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)
(pickup b1)
(putdown b1)
(pickup b2)
(putdown b2)
(pickup b3)
(putdown b3)
(pickup b4)
(putdown b4)
(pickup b5)
(putdown b5)
(pickup b6)
(putdown b6)
(pickup b7)
(putdown b7)
(pickup b8)
(putdown b8)
(pickup b9)
(putdown b9)
(pickup b10)
(putdown b10)
(putdown b2)
(putdown b3)
(putdown b5)
(putdown b6)
(putdown b7)
(putdown b9)
(putdown b10)",54,False,1.8518518518518519,1,3,36.568,8797,1399
llama8,blocksworld,baseline,instance-19,1,"(pickup b1)
(unstack b1 b9)
(stack b1 b3)
(pickup b2)
(unstack b2 b1)
(putdown b2)
(pickup b4)
(unstack b4 b6)
(stack b4 b8)
(pickup b5)
(unstack b5 b10)
(stack b5 b7)
(pickup b6)
(unstack b6 b4)
(stack b6 b4)
(pickup b7)
(unstack b7 b10)
(stack b7 b1)
(pickup b8)
(unstack b8 b4)
(stack b8 b2)
(pickup b9)
(unstack b9 b2)
(putdown b9)
(pickup b10)
(unstack b10 b5)
(stack b10 b9)",27,False,3.7037037037037037,1,3,14.735,1417,587
llama8,blocksworld,baseline,instance-19,2,"(putdown b1)
(pickup b1)
(unstack b1 b9)
(stack b1 b3)
(pickup b2)
(unstack b2 b1)
(putdown b2)
(pickup b4)
(unstack b4 b6)
(stack b4 b8)
(pickup b5)
(unstack b5 b10)
(stack b5 b7)
(pickup b6)
(unstack b6 b4)
(stack b6 b4)
(pickup b7)
(unstack b7 b10)
(stack b7 b1)
(pickup b8)
(unstack b8 b4)
(stack b8 b2)
(pickup b9)
(unstack b9 b2)
(putdown b9)
(pickup b10)
(unstack b10 b5)
(stack b10 b9)",28,False,3.5714285714285716,1,3,6.168,2573,238
llama8,blocksworld,baseline,instance-19,3,"(pickup b1)
(putdown b1)
(unstack b1 b9)
(stack b1 b3)
(pickup b2)
(unstack b2 b1)
(putdown b2)
(pickup b4)
(unstack b4 b6)
(stack b4 b8)
(pickup b5)
(unstack b5 b10)
(stack b5 b7)
(pickup b6)
(unstack b6 b4)
(stack b6 b4)
(pickup b7)
(unstack b7 b10)
(stack b7 b1)
(pickup b8)
(unstack b8 b4)
(stack b8 b2)
(pickup b9)
(unstack b9 b2)
(putdown b9)
(pickup b10)
(unstack b10 b5)
(stack b10 b9)",28,False,3.5714285714285716,1,3,6.183,3391,236
llama8,blocksworld,baseline,instance-19,4,,0,False,0.0,0,0,3.714,4205,135
llama8,blocksworld,baseline,instance-20,1,"(pick-up b1)
(unstack b1 b7)
(put-down b1)
(pick-up b2)
(unstack b2 b4)
(put-down b2)
(pick-up b3)
(unstack b10 b3)
(put-down b10)
(pick-up b3)
(stack b3 b4)
(pick-up b4)
(stack b4 b1)
(pick-up b5)
(put-down b5)
(pick-up b10)
(stack b5 b10)
(pick-up b6)
(unstack b6 b8)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(stack b8 b6)
(put-down b8)
(pick-up b9)
(put-down b9)",0,False,0.0,0,0,14.926,1429,592
llama8,blocksworld,baseline,instance-20,2,"(pick-up b3)
(unstack b10 b3)
(put-down b10)
(pick-up b3)
(stack b3 b4)
(pick-up b4)
(stack b4 b1)
(pick-up b1)
(unstack b1 b7)
(put-down b1)
(pick-up b2)
(unstack b2 b4)
(put-down b2)
(pick-up b5)
(put-down b5)
(pick-up b10)
(stack b5 b10)
(pick-up b6)
(unstack b6 b8)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(stack b8 b6)
(put-down b8)
(pick-up b9)
(put-down b9)",0,False,0.0,0,0,15.006,2259,592
llama8,blocksworld,baseline,instance-20,3,"(pick-up b3)
(unstack b10 b3)
(put-down b10)
(stack b3 b4)
(pick-up b4)
(stack b4 b1)
(pick-up b1)
(unstack b1 b7)
(put-down b1)
(pick-up b2)
(unstack b2 b4)
(put-down b2)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b10)
(stack b5 b10)
(pick-up b6)
(unstack b6 b8)
(put-down b6)
(put-down b8)
(pick-up b7)
(put-down b7)
(pick-up b8)
(stack b8 b6)
(put-down b6)
(pick-up b9)
(put-down b9)",0,False,0.0,0,0,15.401,3089,605
llama8,blocksworld,baseline,instance-20,4,"(pick-up b3)
(unstack b10 b3)
(put-down b10)
(stack b3 b4)
(put-down b4)
(pick-up b1)
(unstack b1 b7)
(put-down b1)
(pick-up b2)
(unstack b2 b4)
(put-down b2)
(put-down b4)
(put-down b3)
(pick-up b5)
(put-down b5)
(pick-up b10)
(stack b5 b10)
(pick-up b6)
(unstack b6 b8)
(put-down b6)
(put-down b8)
(pick-up b7)
(put-down b7)
(pick-up b8)
(stack b8 b6)
(put-down b6)
(pick-up b9)
(put-down b9)",0,False,0.0,0,0,15.526,3940,604
