model,domain,prompting_condition,instance,iteration,plan_text,plan_len,solves_problem,valid_action_percent,consecutive_valid_steps,logical_violations,wallclock_s,prompt_tokens,completion_tokens
llama8,blocksworld,cot,instance-15,2,"(pick-up b2)
(put-down b2)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b1)
(put-down b5)
(put-down b8)
(put-down b4)",0,False,0.0,0,0,3.169,1750,118
llama8,blocksworld,cot,instance-15,3,"(pick-up b2)
(put-down b2)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b1)
(put-down b5)
(put-down b8)
(put-down b4)",0,False,0.0,0,0,3.375,2013,125
llama8,blocksworld,cot,instance-15,4,"(put-down b2)
(put-down b6)
(put-down b7)
(put-down b8)
(pick-up b1)
(put-down b5)
(put-down b8)
(put-down b4)",0,False,0.0,0,0,2.757,2284,101
llama8,blocksworld,cot,instance-16,1,"(pick-up b1)
(pick-up b3)
(put-down b3)
(pick-up b8)
(put-down b8)
(pick-up b9)",0,False,0.0,0,0,31.745,1493,1247
llama8,blocksworld,cot,instance-16,2,"(pick-up b1)
(pick-up b3)
(put-down b3)
(pick-up b8)
(put-down b8)
(pick-up b9)
(pick-up b4)
(put-down b4)",0,False,0.0,0,0,3.362,1717,126
llama8,blocksworld,cot,instance-16,3,"(pick-up b3)
(put-down b3)
(pick-up b8)
(put-down b8)
(pick-up b9)
(pick-up b4)
(put-down b4)",0,False,0.0,0,0,3.220,1963,120
llama8,blocksworld,cot,instance-16,4,"(put-down b3)
(pick-up b3)
(put-down b3)
(pick-up b8)
(put-down b8)
(pick-up b9)",0,False,0.0,0,0,3.085,2197,114
llama8,blocksworld,cot,instance-17,1,"(pick-up b1)
(pick-up b5)
(pick-up b4)
(pick-up b6)
(pick-up b7)
(pick-up b8)
(put-down b8)
(pick-up b2)
(put-down b2)",0,False,0.0,0,0,31.714,1489,1239
llama8,blocksworld,cot,instance-17,2,"(pick-up b1)
(put-down b1)
(pick-up b5)
(pick-up b4)
(pick-up b6)
(pick-up b7)
(pick-up b8)
(put-down b8)
(pick-up b2)
(put-down b2)",0,False,0.0,0,0,3.345,1724,126
llama8,blocksworld,cot,instance-17,3,"(pick-up b1)
(put-down b1)
(pick-up b4)
(pick-up b6)
(pick-up b7)
(pick-up b8)
(put-down b8)
(pick-up b2)
(put-down b2)",0,False,0.0,0,0,3.234,1983,120
llama8,blocksworld,cot,instance-17,4,"(put-down b1)
(pick-up b8)
(put-down b8)
(pick-up b2)
(put-down b2)",0,False,0.0,0,0,2.619,2229,96
llama8,blocksworld,cot,instance-18,1,"(pick-up b1)
(put-down b1)
(pick-up b2)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b9)
(put-down b9)
(pick-up b10)
(put-down b10)
(pick-up b2)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b5)
(put-down b5)
(pick-up b8)
(put-down b8)
(pick-up b9)
(put-down b9)
(pick-up b6)
(put-down b6)",0,False,0.0,0,0,30.169,1509,1182
llama8,blocksworld,cot,instance-18,2,"(pick-up b1)
(put-down b1)
(pick-up b2)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b9)
(put-down b9)
(pick-up b10)
(put-down b10)
(put-down b2)
(put-down b3)
(put-down b5)
(put-down b6)
(put-down b7)
(put-down b9)
(put-down b10)",0,False,0.0,0,0,10.806,2056,415
llama8,blocksworld,cot,instance-18,3,"(pick-up b1)
(put-down b1)
(pick-up b2)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b9)
(put-down b9)
(pick-up b10)
(put-down b10)
(put-down b2)
(put-down b3)
(put-down b5)
(put-down b6)
(put-down b7)
(put-down b9)
(put-down b10)",0,False,0.0,0,0,6.052,2520,229
llama8,blocksworld,cot,instance-18,4,"(put-down b2)
(put-down b3)
(put-down b5)
(put-down b6)
(put-down b7)
(put-down b8)
(put-down b9)
(put-down b10)
(pick-up b1)
(put-down b1)
(pick-up b2)
(put-down b2)
(pick-up b3)
(put-down b3)
(pick-up b4)
(put-down b4)
(pick-up b5)
(put-down b5)
(pick-up b6)
(put-down b6)
(pick-up b7)
(put-down b7)
(pick-up b8)
(put-down b8)
(pick-up b9)
(put-down b9)
(pick-up b10)
(put-down b10)",0,False,0.0,0,0,6.418,2982,242
llama8,blocksworld,cot,instance-19,1,"(pick-up b1)
(put-down b2)
(put-down b3)
(pick-up b4)
(pick-up b5)
(pick-up b7)
(pick-up b8)
(put-down b9)
(pick-up b10)
(put-down b5)
(put-down b6)
(put-down b10)",0,False,0.0,0,0,40.889,1513,1595
llama8,blocksworld,cot,instance-19,2,"(pick-up b1)
(put-down b2)
(put-down b3)
(pick-up b4)
(pick-up b5)
(pick-up b7)
(pick-up b8)
(put-down b9)
(pick-up b10)",0,False,0.0,0,0,4.205,1834,159
llama8,blocksworld,cot,instance-19,3,"(put-down b2)
(put-down b3)
(pick-up b4)
(pick-up b5)
(pick-up b7)
(pick-up b8)
(put-down b9)
(pick-up b10)",0,False,0.0,0,0,4.075,2122,153
llama8,blocksworld,cot,instance-19,4,"(pick-up b2)
(pick-up b3)
(pick-up b5)
(pick-up b7)
(pick-up b8)
(put-down b9)
(pick-up b10)",0,False,0.0,0,0,3.943,2393,147
llama8,blocksworld,cot,instance-20,1,(pick-up b1),0,False,0.0,0,0,40.624,1525,1598
llama8,blocksworld,cot,instance-20,2,(pick-up b3),0,False,0.0,0,0,3.286,1695,123
llama8,blocksworld,cot,instance-20,3,"(pick-up b3)
(put-down b3)",0,False,0.0,0,0,3.426,1896,129
llama8,blocksworld,cot,instance-20,4,"(pick-up b3)
(put-down b3)
(pick-up b1)
(put-down b1)",0,False,0.0,0,0,3.760,2109,141
